plot,tree,DBH,Height,CBH,life,CW_E,CW_S,CW_W,CW_N,x,y,SD,CLR,CW,CW_EW,CW_SN,Age Group
8,бДр╤ки,3.8,3.7,0.3,а╪,0.91,1.58,1.5,1.27,0.7,7.5,1344.444444,0.92,2.63,2.41,2.85,сваДаж
8,бДр╤ки,3.8,4.1,0.4,а╪,0.963,0.969,0.784,1.086,9.7,4.3,1344.444444,0.9,1.901,1.747,2.055,сваДаж
13,бДр╤ки,3.8,3.3,0.5,а╪,0.9,0.9,0.9,0.8,3,5,1144.444444,0.85,1.75,1.8,1.7,сваДаж
13,бДр╤ки,3.8,4.5,0.64,а╪,0.645,1.42,1.51,1.248,1.8,1.9,1144.444444,0.86,2.4115,2.155,2.668,сваДаж
14,бДр╤ки,3.8,4.5,1.3,а╪,0.81,0.88,1.33,1.51,8.2,9.3,1022.222222,0.71,2.265,2.14,2.39,сваДаж
15,бДр╤ки,3.8,11.5,0.8,а╪,0.72,0.848,0.76,0.73,9.4,2.9,788.8888889,0.93,1.529,1.48,1.578,сваДаж
23,бДр╤ки,3.8,3.2,0.3,а╪,1.3,1,0.7,0.5,8.5,1,700,0.91,1.75,2,1.5,сваДаж
35,бДр╤ки,3.8,4.7,0.6,а╪,1.55,1.2,1.25,1.83,6.2,4.6,1733.333333,0.87,2.915,2.8,3.03,сваДаж
35,бДр╤ки,3.8,4.6,0.4,а╪,1.76,1.65,1.16,0.98,2.1,1.1,1733.333333,0.91,2.775,2.92,2.63,сваДаж
37,бДр╤ки,3.8,3.6,0.3,а╪,1.15,1.21,1.05,1.33,5.7,7.5,1644.444444,0.92,2.37,2.2,2.54,сваДаж
37,бДр╤ки,3.8,3,0.6,а╪,1.16,1.32,1.6,1.2,6.2,1.8,1644.444444,0.8,2.64,2.76,2.52,сваДаж
38,бДр╤ки,3.8,3.1,1.1,а╪,0.9,0.9,0.8,0.7,2.3,9.9,322.2222222,0.65,1.65,1.7,1.6,сваДаж
41,бДр╤ки,3.8,3.5,0.6,а╪,1.32,1.6,1.66,0.89,6.5,3.4,1522.222222,0.83,2.735,2.98,2.49,сваДаж
41,бДр╤ки,3.8,4.4,0.4,а╪,0.5,1.32,1.33,1.12,3.2,1.3,1522.222222,0.91,2.135,1.83,2.44,сваДаж
59,бДр╤ки,3.8,2.9,0.4,а╪,1.24,0.5,1.7,1.38,0,0,2155.555556,0.86,2.41,2.94,1.88,сваДаж
5,бДр╤ки,3.9,3.8,0.2,а╪,1.2,1.6,1.1,1.1,1.6,2.7,1377.777778,0.95,2.5,2.3,2.7,сваДаж
8,бДр╤ки,3.9,4.3,0.1,а╪,0.922,1.093,0.439,1.115,9.2,5.8,1344.444444,0.98,1.7845,1.361,2.208,сваДаж
12,бДр╤ки,3.9,3.7,0.6,а╪,1.63,1.71,1.06,1.757,2.5,4.8,555.5555556,0.84,3.0785,2.69,3.467,сваДаж
13,бДр╤ки,3.9,2.8,0.62,а╪,1.249,1.76,1.26,0.89,7.9,1.7,1144.444444,0.78,2.5795,2.509,2.65,сваДаж
13,бДр╤ки,3.9,4.2,0.81,а╪,1.168,1.21,1.05,1.093,3.6,1.8,1144.444444,0.81,2.2605,2.218,2.303,сваДаж
13,бДр╤ки,3.9,3.8,0.2,а╪,0.827,0.97,0.72,1.222,2.3,6.7,1144.444444,0.95,1.8695,1.547,2.192,сваДаж
13,бДр╤ки,3.9,3.5,0.2,а╪,1.037,1.25,1.24,0.716,7.9,9.2,1144.444444,0.94,2.1215,2.277,1.966,сваДаж
21,бДр╤ки,3.9,3.4,0.2,а╪,1.54,1.38,1.4,1.54,4.2,2,1955.555556,0.94,2.93,2.94,2.92,сваДаж
23,бДр╤ки,3.9,3.8,0.3,а╪,0.8,0.9,0.6,0.9,1.8,3,700,0.92,1.6,1.4,1.8,сваДаж
27,бДр╤ки,3.9,3,0.6,а╪,1.591,1.807,1.168,1.978,5.4,5.8,1077.777778,0.8,3.272,2.759,3.785,сваДаж
33,бДр╤ки,3.9,5.7,2,а╪,1.39,1.57,1.01,1.15,1.6,9.3,1766.666667,0.65,2.56,2.4,2.72,сваДаж
35,бДр╤ки,3.9,3.8,0.3,а╪,1.22,0.98,0.93,1.18,0.7,3.1,1733.333333,0.92,2.155,2.15,2.16,сваДаж
37,бДр╤ки,3.9,3.7,0.2,а╪,0.9,1.51,0.96,1.35,6.3,7.5,1644.444444,0.95,2.36,1.86,2.86,сваДаж
41,бДр╤ки,3.9,4.1,0.3,а╪,1.56,1.7,0.93,1.07,2.7,9.1,1522.222222,0.93,2.63,2.49,2.77,сваДаж
5,бДр╤ки,4,4.3,0.3,а╪,1.573,1.7,0.856,1.191,1.3,8,1377.777778,0.93,2.66,2.429,2.891,сваДаж
6,бДр╤ки,4,3.3,0.1,а╪,0.83,1.2,0.7,0.91,9,9.2,1044.444444,0.97,1.82,1.53,2.11,сваДаж
6,бДр╤ки,4,2.9,0.3,а╪,1.12,1.16,1.89,1.48,7.2,5.5,1044.444444,0.9,2.825,3.01,2.64,сваДаж
11,бДр╤ки,4,4.9,0.4,а╪,1.247,1.51,1.25,1.04,6.2,1.4,722.2222222,0.92,2.5235,2.497,2.55,сваДаж
11,бДр╤ки,4,3.2,0.4,а╪,1.6,1.96,1.49,1.72,7.5,5,722.2222222,0.88,3.385,3.09,3.68,сваДаж
11,бДр╤ки,4,3,0.6,а╪,2.192,1.51,0.91,0.907,7.4,5.2,722.2222222,0.8,2.7595,3.102,2.417,сваДаж
12,бДр╤ки,4,5,0.8,а╪,1.65,1.74,1.877,1.113,7.7,8,555.5555556,0.84,3.19,3.527,2.853,сваДаж
13,бДр╤ки,4,3.2,0.4,а╪,1.03,1.12,0.92,0.905,3.6,1,1144.444444,0.88,1.9875,1.95,2.025,сваДаж
13,бДр╤ки,4,3,0.3,а╪,0.8,1.1,1.2,1.1,1.5,5,1144.444444,0.9,2.1,2,2.2,сваДаж
13,бДр╤ки,4,2.8,0.3,а╪,1.016,1.15,1.25,0.602,4.1,7.2,1144.444444,0.89,2.009,2.266,1.752,сваДаж
14,бДр╤ки,4,3.5,1.8,а╪,1.2,0.2,3.4,1.5,0.3,2.6,1022.222222,0.49,3.15,4.6,1.7,сваДаж
14,бДр╤ки,4,3.5,2,а╪,1.4,2.5,0.8,0.5,5.1,7.7,1022.222222,0.43,2.6,2.2,3,сваДаж
23,бДр╤ки,4,3.1,0.5,а╪,1,0.4,0.5,0.4,1.9,0.6,700,0.84,1.15,1.5,0.8,сваДаж
23,бДр╤ки,4,4.1,0.2,а╪,1.1,1.1,0.9,1.1,3.2,4.8,700,0.95,2.1,2,2.2,сваДаж
37,бДр╤ки,4,4.2,0.6,а╪,1.31,0.8,1.06,1.12,2.4,8.6,1644.444444,0.86,2.145,2.37,1.92,сваДаж
37,бДр╤ки,4,3.2,0.2,а╪,1.14,1.24,0.97,1.26,2.8,7.8,1644.444444,0.94,2.305,2.11,2.5,сваДаж
41,бДр╤ки,4,5.4,1.3,а╪,1.38,1.13,0.85,1.89,3.9,0.7,1522.222222,0.76,2.625,2.23,3.02,сваДаж
41,бДр╤ки,4,4.9,0.3,а╪,1.32,1.3,1.17,0.43,3.7,2.4,1522.222222,0.94,2.11,2.49,1.73,сваДаж
46,бДр╤ки,4,4.5,3.2,а╪,0.72,0.62,0.72,0.83,2,0.8,1655.555556,0.29,1.445,1.44,1.45,сваДаж
74,бДр╤ки,4,6.5,2.7,а╪,1.4,1.4,1.6,1.4,0,0,1566.666667,0.58,2.9,3,2.8,сваДаж
5,бДр╤ки,4.1,3.7,0.2,а╪,0.7,0.6,1.2,0.9,2.8,8,1377.777778,0.95,1.7,1.9,1.5,сваДаж
8,бДр╤ки,4.1,4,0.6,а╪,1.635,1.452,0.617,0.895,9.4,6.2,1344.444444,0.85,2.2995,2.252,2.347,сваДаж
8,бДр╤ки,4.1,4,0.7,а╪,1.146,1.212,1.29,0.801,6.7,5.7,1344.444444,0.82,2.2245,2.436,2.013,сваДаж
8,бДр╤ки,4.1,2.6,0.5,а╪,1.147,1.44,0.488,1.038,5.7,5.7,1344.444444,0.81,2.0565,1.635,2.478,сваДаж
11,бДр╤ки,4.1,2.6,0.4,а╪,0.986,1.34,0.75,0.868,8.5,5.2,722.2222222,0.85,1.972,1.736,2.208,сваДаж
11,бДр╤ки,4.1,3.8,0.4,а╪,0.895,1.71,1.6,0.492,5.4,1.2,722.2222222,0.89,2.3485,2.495,2.202,сваДаж
13,бДр╤ки,4.1,3.5,0.3,а╪,1.136,0.7,0.65,0.59,2.6,3.2,1144.444444,0.91,1.538,1.786,1.29,сваДаж
23,бДр╤ки,4.1,2.7,0.3,а╪,1.1,0.7,0.7,0.6,6.2,7.9,700,0.89,1.55,1.8,1.3,сваДаж
23,бДр╤ки,4.1,3,0.2,а╪,1.1,0.5,1,0.5,2.8,4,700,0.93,1.55,2.1,1,сваДаж
23,бДр╤ки,4.1,3.8,0.2,а╪,1.2,1.7,1,1.3,0.6,5.8,700,0.95,2.6,2.2,3,сваДаж
33,бДр╤ки,4.1,6.7,2.2,а╪,0.2,0.67,0.74,0.8,7,8.2,1766.666667,0.67,1.205,0.94,1.47,сваДаж
35,бДр╤ки,4.1,3.3,0.4,а╪,1.45,1.2,1.74,2.26,0.5,1.8,1733.333333,0.88,3.325,3.19,3.46,сваДаж
35,бДр╤ки,4.1,2.5,0.5,а╪,1.61,1.02,2.11,1.73,7.4,8.8,1733.333333,0.8,3.235,3.72,2.75,сваДаж
74,бДр╤ки,4.1,5.6,4.6,а╪,0.6,0.5,0.8,0.9,0,0,1566.666667,0.18,1.4,1.4,1.4,сваДаж
74,бДр╤ки,4.1,8.1,5.1,а╪,0.3,0.5,0.8,1,0,0,1566.666667,0.37,1.3,1.1,1.5,сваДаж
85,бДр╤ки,4.1,3.1,1.5,0,1.3,0.7,1.1,0.8,0,0,1422.222222,0.52,1.95,2.4,1.5,сваДаж
3,бДр╤ки,4.2,4.2,0.4,а╪,0.649,1.202,0.86,0.93,5.9,2.4,1477.777778,0.9,1.8205,1.509,2.132,сваДаж
6,бДр╤ки,4.2,3.9,0.2,а╪,1.57,1.93,1.76,1.35,3.2,2.7,1044.444444,0.95,3.305,3.33,3.28,сваДаж
6,бДр╤ки,4.2,7.1,0.4,а╪,1.26,1.58,1.58,1.35,7.9,2.7,1044.444444,0.94,2.885,2.84,2.93,сваДаж
8,бДр╤ки,4.2,2.8,0.4,а╪,1.41,0.32,1.06,1.23,6.95,8.5,1344.444444,0.86,2.01,2.47,1.55,сваДаж
8,бДр╤ки,4.2,3,0.3,а╪,1.249,1.413,0.945,1.127,1.3,7.4,1344.444444,0.9,2.367,2.194,2.54,сваДаж
8,бДр╤ки,4.2,3.5,0.7,а╪,1.268,1.04,1.004,0.861,5.2,4.7,1344.444444,0.8,2.0865,2.272,1.901,сваДаж
9,бДр╤ки,4.2,4.6,0.5,а╪,1.15,1.753,1.68,1.361,4.8,8.4,600,0.89,2.972,2.83,3.114,сваДаж
9,бДр╤ки,4.2,4.5,0.3,а╪,1.635,1.387,1.334,1.141,7.5,9.1,600,0.93,2.7485,2.969,2.528,сваДаж
11,бДр╤ки,4.2,2.7,0.4,а╪,0.709,1.79,1.33,0.801,0.3,9.9,722.2222222,0.85,2.315,2.039,2.591,сваДаж
13,бДр╤ки,4.2,3,0.75,а╪,0.99,1.81,1.54,1.31,6.6,1.9,1144.444444,0.75,2.825,2.53,3.12,сваДаж
13,бДр╤ки,4.2,4.3,0.2,а╪,1.394,1.34,0.97,1.053,8.5,3,1144.444444,0.95,2.3785,2.364,2.393,сваДаж
13,бДр╤ки,4.2,2.8,0.5,а╪,0.985,0.67,1.07,1.176,8,9.7,1144.444444,0.82,1.9505,2.055,1.846,сваДаж
14,бДр╤ки,4.2,5.4,1.3,а╪,0.71,0.88,0.65,0.84,8,9.5,1022.222222,0.76,1.54,1.36,1.72,сваДаж
15,бДр╤ки,4.2,9.2,4.3,а╪,0.589,0.648,0.64,0.66,5.1,3.8,788.8888889,0.53,1.2685,1.229,1.308,сваДаж
35,бДр╤ки,4.2,5.3,0.4,а╪,1.68,1.58,1.92,1.24,1.9,3.6,1733.333333,0.92,3.21,3.6,2.82,сваДаж
37,бДр╤ки,4.2,5.3,0.4,а╪,1.09,1.18,1.48,1.32,6.9,8.1,1644.444444,0.92,2.535,2.57,2.5,сваДаж
40,бДр╤ки,4.2,2.1,0.3,а╪,1.45,1.56,0.88,1.74,5,8.9,511.1111111,0.86,2.815,2.33,3.3,сваДаж
41,бДр╤ки,4.2,4.2,0.3,а╪,1.35,1.54,1.44,0.56,57,4.6,1522.222222,0.93,2.445,2.79,2.1,сваДаж
46,бДр╤ки,4.2,4.8,1.5,а╪,1.14,1.15,1.08,1.82,1.2,9.5,1655.555556,0.69,2.595,2.22,2.97,сваДаж
59,бДр╤ки,4.2,5.5,0.7,а╪,1.1,0.9,0.8,0.9,0,0,2155.555556,0.87,1.85,1.9,1.8,сваДаж
74,бДр╤ки,4.2,5.3,2.1,а╪,1.3,1.2,0.9,0.9,0,0,1566.666667,0.6,2.15,2.2,2.1,сваДаж
85,бДр╤ки,4.2,3.7,2,0,0.7,0.8,1.3,1.3,0,0,1422.222222,0.46,2.05,2,2.1,сваДаж
1,бДр╤ки,4.3,6.7,4.1,╩Н,1,2.5,1.5,0.9,7.537,9.381,2344.444444,0.39,2.95,2.5,3.4,сваДаж
1,бДр╤ки,4.3,4.3,2.9,а╪,1,1,1.8,0.9,5.3,4.3,2344.444444,0.33,2.35,2.8,1.9,сваДаж
4,бДр╤ки,4.3,7,5.7,а╪,0.39,0.76,0.92,0.9,8.4,3.9,2155.555556,0.19,1.485,1.31,1.66,сваДаж
5,бДр╤ки,4.3,3.6,0.3,а╪,1.256,1.966,0.797,0.978,5.7,2.6,1377.777778,0.92,2.4985,2.053,2.944,сваДаж
6,бДр╤ки,4.3,4.5,0.5,а╪,1.35,1.82,1.76,1.43,9,2.7,1044.444444,0.89,3.18,3.11,3.25,сваДаж
8,бДр╤ки,4.3,3.5,0.2,а╪,0.96,1.081,0.396,1.091,5.2,2,1344.444444,0.94,1.764,1.356,2.172,сваДаж
8,бДр╤ки,4.3,2.8,0.2,а╪,1.21,1.8,1.08,1.35,6.9,8.7,1344.444444,0.93,2.72,2.29,3.15,сваДаж
8,бДр╤ки,4.3,2.7,0.2,а╪,1.525,1.093,0.917,1.142,3.9,8.1,1344.444444,0.93,2.3385,2.442,2.235,сваДаж
8,бДр╤ки,4.3,4.7,0.2,а╪,1.401,1.816,1.416,1.076,5.1,4.9,1344.444444,0.96,2.8545,2.817,2.892,сваДаж
11,бДр╤ки,4.3,3.2,0.6,а╪,0.95,2.09,1.71,0.637,8.8,8.9,722.2222222,0.81,2.6935,2.66,2.727,сваДаж
12,бДр╤ки,4.3,4.7,0.6,а╪,1.67,1.71,0.896,1.283,1,3,555.5555556,0.87,2.7795,2.566,2.993,сваДаж
13,бДр╤ки,4.3,3.3,0.69,а╪,1.025,1.18,0.84,0.814,2.5,5,1144.444444,0.79,1.9295,1.865,1.994,сваДаж
13,бДр╤ки,4.3,3.7,0.84,а╪,0.931,1.52,1.62,0.889,0.1,9,1144.444444,0.77,2.48,2.551,2.409,сваДаж
23,бДр╤ки,4.3,2.5,0.14,а╪,1.5,0.4,0.7,0.5,1.9,7,700,0.94,1.55,2.2,0.9,сваДаж
35,бДр╤ки,4.3,4.1,0.3,а╪,1.45,0.87,1.44,1.81,5.5,1.1,1733.333333,0.93,2.785,2.89,2.68,сваДаж
37,бДр╤ки,4.3,4.2,0.3,а╪,0.95,1.06,0.6,0.85,1.4,5.3,1644.444444,0.93,1.73,1.55,1.91,сваДаж
41,бДр╤ки,4.3,5.2,0.2,а╪,1.34,0.88,0.3,0.8,4.5,4.4,1522.222222,0.96,1.66,1.64,1.68,сваДаж
4,бДр╤ки,4.4,5.2,3.7,а╪,0.95,0.68,0.1,0.1,6.2,7.5,2155.555556,0.29,0.915,1.05,0.78,сваДаж
5,бДр╤ки,4.4,3.5,0.2,а╪,1.083,1.596,0.559,1.063,5.9,9.4,1377.777778,0.94,2.1505,1.642,2.659,сваДаж
11,бДр╤ки,4.4,3.5,0.6,а╪,1.022,1.75,1.85,1.054,1.1,5.2,722.2222222,0.83,2.838,2.872,2.804,сваДаж
13,бДр╤ки,4.4,3.3,0.2,а╪,0.89,1.09,1,1.058,8.9,4.5,1144.444444,0.94,2.019,1.89,2.148,сваДаж
13,бДр╤ки,4.4,4.5,0.61,а╪,0.794,1.7,1.36,0.38,4.9,8.9,1144.444444,0.86,2.117,2.154,2.08,сваДаж
13,бДр╤ки,4.4,3.5,0.5,а╪,0.986,0.96,1.05,0.92,5.1,3.2,1144.444444,0.86,1.958,2.036,1.88,сваДаж
19,бДр╤ки,4.4,4.2,0.2,а╪,1.084,1.02,1.205,0.843,0.2,9.2,766.6666667,0.95,2.076,2.289,1.863,сваДаж
23,бДр╤ки,4.4,2.2,0.3,а╪,1.1,0.9,1.6,1,5.7,2.7,700,0.86,2.3,2.7,1.9,сваДаж
23,бДр╤ки,4.4,3.3,0.3,а╪,1,0.9,0.5,0.6,8.6,7.2,700,0.91,1.5,1.5,1.5,сваДаж
23,бДр╤ки,4.4,3.1,0.3,а╪,1,1.1,1.2,0.5,7.8,5.4,700,0.9,1.9,2.2,1.6,сваДаж
35,бДр╤ки,4.4,4.2,0.5,а╪,1.31,1.12,1.29,1.43,0.8,1.7,1733.333333,0.88,2.575,2.6,2.55,сваДаж
41,бДр╤ки,4.4,4.6,0.3,а╪,1.75,1.3,1.6,1.78,9.3,3.4,1522.222222,0.93,3.215,3.35,3.08,сваДаж
42,бДр╤ки,4.4,4.8,2.4,а╪,0.64,0.79,1.04,0.59,6.3,7.8,2288.888889,0.5,1.53,1.68,1.38,сваДаж
1,бДр╤ки,4.5,5.9,2.7,а╪,0.7,1.1,1,0.6,9.6,5.4,2344.444444,0.54,1.7,1.7,1.7,сваДаж
5,бДр╤ки,4.5,4.3,0.4,а╪,1.441,1.64,0.702,1.236,2.4,0.1,1377.777778,0.91,2.5095,2.143,2.876,сваДаж
5,бДр╤ки,4.5,5.2,0.4,а╪,1.309,1.714,0.723,1.257,4.6,9.2,1377.777778,0.92,2.5015,2.032,2.971,сваДаж
6,бДр╤ки,4.5,4.4,0.3,а╪,1.08,1.2,1.4,1.1,1.23,7,1044.444444,0.93,2.39,2.48,2.3,сваДаж
6,бДр╤ки,4.5,4.3,0.4,а╪,1.13,1.79,1.71,1.2,2.7,7,1044.444444,0.91,2.915,2.84,2.99,сваДаж
7,бДр╤ки,4.5,4.3,0.3,а╪,1.31,1.72,1.89,1.42,0.5,2.5,766.6666667,0.93,3.17,3.2,3.14,сваДаж
8,бДр╤ки,4.5,4.5,0.2,а╪,1.354,0.927,1.028,1.414,7.2,1.8,1344.444444,0.96,2.3615,2.382,2.341,сваДаж
8,бДр╤ки,4.5,3.6,0.3,а╪,1.38,1.38,1.19,1.16,7.9,2.1,1344.444444,0.92,2.555,2.57,2.54,сваДаж
8,бДр╤ки,4.5,5.1,0.3,а╪,1.78,1.86,1.85,0.62,5.4,7.4,1344.444444,0.94,3.055,3.63,2.48,сваДаж
8,бДр╤ки,4.5,3.4,0.6,а╪,1.258,1.401,0.797,0.717,6.1,2.1,1344.444444,0.82,2.0865,2.055,2.118,сваДаж
8,бДр╤ки,4.5,4.2,0.5,а╪,0.76,0.856,0.772,1.397,4.4,8.7,1344.444444,0.88,1.8925,1.532,2.253,сваДаж
8,бДр╤ки,4.5,4.6,0.5,а╪,1.42,1.472,0.301,1.224,2,7.5,1344.444444,0.89,2.2085,1.721,2.696,сваДаж
11,бДр╤ки,4.5,3.9,0.4,а╪,1.402,1.5,2.1,0.801,4.4,5.2,722.2222222,0.9,2.9015,3.502,2.301,сваДаж
11,бДр╤ки,4.5,4,0.8,а╪,0.81,1.53,1.1,0.942,6.4,9.8,722.2222222,0.8,2.191,1.91,2.472,сваДаж
12,бДр╤ки,4.5,4.8,0.3,а╪,1.45,1.31,1.072,1.335,5,3,555.5555556,0.94,2.5835,2.522,2.645,сваДаж
13,бДр╤ки,4.5,3.6,0.75,а╪,1.027,1.28,1.2,1.201,9.5,9.5,1144.444444,0.79,2.354,2.227,2.481,сваДаж
13,бДр╤ки,4.5,2.9,0.88,а╪,0.958,1.7,1.55,1.095,8,5,1144.444444,0.7,2.6515,2.508,2.795,сваДаж
13,бДр╤ки,4.5,4.7,0.85,а╪,1.145,1.42,1.08,1.072,3.4,8.8,1144.444444,0.82,2.3585,2.225,2.492,сваДаж
13,бДр╤ки,4.5,2.4,0.2,а╪,0.942,1.24,1.04,1.034,0.7,3.2,1144.444444,0.92,2.128,1.982,2.274,сваДаж
13,бДр╤ки,4.5,2.8,0.3,а╪,1.036,1.11,1.1,1.004,0.8,4.7,1144.444444,0.89,2.125,2.136,2.114,сваДаж
23,бДр╤ки,4.5,3.4,0.3,а╪,1.347,0.892,1.356,0.587,3.6,1.2,700,0.91,2.091,2.703,1.479,сваДаж
23,бДр╤ки,4.5,3.3,0.2,а╪,1.5,0.6,1.1,0.8,4.4,6.3,700,0.94,2,2.6,1.4,сваДаж
23,бДр╤ки,4.5,4.1,0.6,а╪,1.8,1.2,1.2,1.5,9.1,3.1,700,0.85,2.85,3,2.7,сваДаж
35,бДр╤ки,4.5,4.9,0.6,а╪,1.61,1.73,1.9,0.68,7.6,4.4,1733.333333,0.88,2.96,3.51,2.41,сваДаж
35,бДр╤ки,4.5,3.7,0.9,а╪,1.68,1.54,1.46,1.28,1.2,3,1733.333333,0.76,2.98,3.14,2.82,сваДаж
35,бДр╤ки,4.5,5.2,0.4,а╪,1.23,1.37,1.56,1.69,8.2,5.6,1733.333333,0.92,2.925,2.79,3.06,сваДаж
38,бДр╤ки,4.5,2.9,0.8,а╪,0.9,0.8,0.8,0.9,3,6,322.2222222,0.72,1.7,1.7,1.7,сваДаж
41,бДр╤ки,4.5,5.4,0.3,а╪,1.33,1.54,1.34,0.98,6,4.7,1522.222222,0.94,2.595,2.67,2.52,сваДаж
45,бДр╤ки,4.5,4.2,1.7,а╪,0.58,0.55,0.32,0.48,5.4,4.7,1466.666667,0.6,0.965,0.9,1.03,сваДаж
74,бДр╤ки,4.5,5.7,2.3,а╪,0.9,1,1.3,1.3,0,0,1566.666667,0.6,2.25,2.2,2.3,сваДаж
5,бДр╤ки,4.6,3.3,1,а╪,1.67,2.094,1.022,0.883,4.6,5.4,1377.777778,0.7,2.8345,2.692,2.977,сваДаж
8,бДр╤ки,4.6,2,0.4,а╪,1.075,1.442,0.732,0.919,3,2.9,1344.444444,0.8,2.084,1.807,2.361,сваДаж
8,бДр╤ки,4.6,4.7,0.1,а╪,1.021,1.318,0.523,1.08,8.8,6.3,1344.444444,0.98,1.971,1.544,2.398,сваДаж
11,бДр╤ки,4.6,3.4,0.8,а╪,0.772,1.53,1.66,0.859,2.7,7.7,722.2222222,0.76,2.4105,2.432,2.389,сваДаж
23,бДр╤ки,4.6,3.1,0.2,а╪,1,1.1,1.6,1.2,7.4,2.2,700,0.94,2.45,2.6,2.3,сваДаж
35,бДр╤ки,4.6,4.2,0.5,а╪,1.65,1.48,1.66,1.62,2.8,6.4,1733.333333,0.88,3.205,3.31,3.1,сваДаж
41,бДр╤ки,4.6,6.6,0.4,а╪,1.63,1.21,0.8,1.64,8.6,1.8,1522.222222,0.94,2.64,2.43,2.85,сваДаж
41,бДр╤ки,4.6,4.6,0.6,а╪,1.2,1.38,1.14,0.61,3.8,2.5,1522.222222,0.87,2.165,2.34,1.99,сваДаж
74,бДр╤ки,4.6,4.5,2.7,а╪,1.2,0.7,1.6,1.6,0,0,1566.666667,0.4,2.55,2.8,2.3,сваДаж
1,бДр╤ки,4.7,6.4,3.1,╩Н,1.3,1.8,0.4,1.8,.3.540,4.637,2344.444444,0.52,2.65,1.7,3.6,сваДаж
1,бДр╤ки,4.7,4.9,2,а╪,1.038,1.587,1.004,0.964,4.103,1.509,2344.444444,0.59,2.2965,2.042,2.551,сваДаж
3,бДр╤ки,4.7,5.1,0.9,а╪,1.165,1.205,1.16,1.1,9.9,3.6,1477.777778,0.82,2.315,2.325,2.305,сваДаж
5,бДр╤ки,4.7,3.4,0.2,а╪,1.543,1.749,0.7,1.072,1.2,8,1377.777778,0.94,2.532,2.243,2.821,сваДаж
6,бДр╤ки,4.7,3.4,0.3,а╪,1.07,1.98,1.99,1.34,3.2,2.7,1044.444444,0.91,3.19,3.06,3.32,сваДаж
8,бДр╤ки,4.7,4.1,0.3,а╪,0.34,2.07,1.72,1.99,5.2,2.5,1344.444444,0.93,3.06,2.06,4.06,сваДаж
8,бДр╤ки,4.7,4.5,0.6,а╪,0.858,1.457,0.328,0.88,3.7,1.3,1344.444444,0.87,1.7615,1.186,2.337,сваДаж
8,бДр╤ки,4.7,2.4,0.5,а╪,1.049,1.016,0.935,1.199,7.6,7.3,1344.444444,0.79,2.0995,1.984,2.215,сваДаж
8,бДр╤ки,4.7,4.7,0.4,а╪,1.111,1.439,0.759,1.026,3.9,1.2,1344.444444,0.91,2.1675,1.87,2.465,сваДаж
9,бДр╤ки,4.7,3.5,0.4,а╪,1.156,1.535,0.779,0.987,4.4,3.6,600,0.89,2.2285,1.935,2.522,сваДаж
9,бДр╤ки,4.7,4.4,0.3,а╪,0.841,0.821,1.128,1.078,9.2,3.1,600,0.93,1.934,1.969,1.899,сваДаж
10,бДр╤ки,4.7,3.5,0.2,а╪,1.54,1.53,1.66,1.64,7,8,911.1111111,0.94,3.185,3.2,3.17,сваДаж
11,бДр╤ки,4.7,3.4,0.4,а╪,0.962,1.52,1.21,0.412,6.1,5.2,722.2222222,0.88,2.052,2.172,1.932,сваДаж
12,бДр╤ки,4.7,5.1,0.5,а╪,2.04,1.82,1.365,1.536,4.6,3,555.5555556,0.9,3.3805,3.405,3.356,сваДаж
13,бДр╤ки,4.7,3.3,0.5,а╪,1.232,1.23,1.32,0.575,3.1,7,1144.444444,0.85,2.1785,2.552,1.805,сваДаж
13,бДр╤ки,4.7,3.9,0.5,а╪,1.126,1.3,1.36,1.054,5,3,1144.444444,0.87,2.42,2.486,2.354,сваДаж
14,бДр╤ки,4.7,3.2,0.9,а╪,1.24,1.09,1.12,1.32,8.5,6.9,1022.222222,0.72,2.385,2.36,2.41,сваДаж
21,бДр╤ки,4.7,3.5,0.8,а╪,2.02,1.85,0.8,1.01,5.7,9,1955.555556,0.77,2.84,2.82,2.86,сваДаж
23,бДр╤ки,4.7,3.9,0.4,а╪,1.2,0.8,0.9,0.7,0.5,3.6,700,0.9,1.8,2.1,1.5,сваДаж
35,бДр╤ки,4.7,4.8,0.3,а╪,1.5,1.54,1.44,1.54,9.5,1.5,1733.333333,0.94,3.01,2.94,3.08,сваДаж
35,бДр╤ки,4.7,4.7,0.3,а╪,1.61,1.44,1.33,1.37,9.6,1.5,1733.333333,0.94,2.875,2.94,2.81,сваДаж
41,бДр╤ки,4.7,4.1,0.3,а╪,1.45,1.25,1.56,1.05,4,1.8,1522.222222,0.93,2.655,3.01,2.3,сваДаж
42,бДр╤ки,4.7,5.6,1.4,а╪,0.86,1.99,0.12,0.55,2.9,3.2,2288.888889,0.75,1.76,0.98,2.54,сваДаж
4,бДр╤ки,4.8,4.3,3.4,а╪,3.44,0.1,0.1,0.52,5.8,0.5,2155.555556,0.21,2.08,3.54,0.62,сваДаж
5,бДр╤ки,4.8,4.1,0.4,а╪,0.761,1.1,1.299,1.049,3.3,3.9,1377.777778,0.9,2.1045,2.06,2.149,сваДаж
9,бДр╤ки,4.8,4.7,0.8,а╪,1.229,2.021,0.954,1.129,1.5,5,600,0.83,2.6665,2.183,3.15,сваДаж
